episode,seed,scenario_id,mean_global_reward,steps,actor_loss,critic_loss,entropy
0,7,quick_local_mappo,-0.19859716597616128,24,-0.024029703810811043,42.81044006347656,1.4245495796203613
1,8,quick_local_mappo,-0.17517425197545575,24,-0.01909627392888069,35.491844177246094,1.4243265390396118
2,9,quick_local_mappo,-0.32903088745192166,24,-0.01841817796230316,57.92938995361328,1.4240089654922485
