episode,seed,scenario_id,mean_global_reward,steps,actor_loss,critic_loss,entropy,gate_fraction
63,70,person_obj_200ep,-0.8977897228134999,180,0.023793894797563553,380.74310302734375,0.4661756157875061,0.11203703703703703
64,71,person_obj_200ep,-0.8026027865186564,180,0.0025551258586347103,334.6665954589844,0.5255101919174194,0.13425925925925927
65,72,person_obj_200ep,-0.7882224524919462,180,0.0025551258586347103,334.6665954589844,0.5255101919174194,0.12361111111111112
66,73,person_obj_200ep,-0.8659494678476176,180,0.0025551258586347103,334.6665954589844,0.5255101919174194,0.13842592592592592
67,74,person_obj_200ep,-0.8800983451057306,180,0.0025551258586347103,334.6665954589844,0.5255101919174194,0.13518518518518519
68,75,person_obj_200ep,-0.839628246076818,180,0.0025551258586347103,334.6665954589844,0.5255101919174194,0.13194444444444445
69,76,person_obj_200ep,-1.0192377489520605,180,0.0025551258586347103,334.6665954589844,0.5255101919174194,0.1574074074074074
70,77,person_obj_200ep,-0.8134494512727412,180,0.0025551258586347103,334.6665954589844,0.5255101919174194,0.1300925925925926
71,78,person_obj_200ep,-0.9530546812029009,180,0.0025551258586347103,334.6665954589844,0.5255101919174194,0.1412037037037037
72,79,person_obj_200ep,-0.9807633730797197,180,-0.0367022305727005,344.24639892578125,0.47677505016326904,0.1875
73,80,person_obj_200ep,-0.9382680049484717,180,-0.0367022305727005,344.24639892578125,0.47677505016326904,0.16435185185185186
74,81,person_obj_200ep,-0.83822170245998,180,-0.0367022305727005,344.24639892578125,0.47677505016326904,0.15092592592592594
75,82,person_obj_200ep,-0.8255707115433688,180,-0.0367022305727005,344.24639892578125,0.47677505016326904,0.15138888888888888
76,83,person_obj_200ep,-0.7638799497640306,180,-0.0367022305727005,344.24639892578125,0.47677505016326904,0.1537037037037037
77,84,person_obj_200ep,-0.8089239163070444,180,-0.0367022305727005,344.24639892578125,0.47677505016326904,0.15462962962962962
78,85,person_obj_200ep,-0.86619287539719,180,-0.0367022305727005,344.24639892578125,0.47677505016326904,0.14814814814814814
79,86,person_obj_200ep,-0.8877793028408772,180,-0.0367022305727005,344.24639892578125,0.47677505016326904,0.1439814814814815
80,87,person_obj_200ep,-0.8181306163617114,180,-0.05248425528407097,306.4400634765625,0.48715880513191223,0.16712962962962963
81,88,person_obj_200ep,-0.8077919908593165,180,-0.05248425528407097,306.4400634765625,0.48715880513191223,0.14444444444444443
82,89,person_obj_200ep,-0.8306092237938209,180,-0.05248425528407097,306.4400634765625,0.48715880513191223,0.15925925925925927
83,90,person_obj_200ep,-0.7959388593831757,180,-0.05248425528407097,306.4400634765625,0.48715880513191223,0.1685185185185185
84,91,person_obj_200ep,-0.8020081644747299,180,-0.05248425528407097,306.4400634765625,0.48715880513191223,0.1625
85,92,person_obj_200ep,-0.9454444033389832,180,-0.05248425528407097,306.4400634765625,0.48715880513191223,0.16435185185185186
86,93,person_obj_200ep,-0.829966699751377,180,-0.05248425528407097,306.4400634765625,0.48715880513191223,0.15555555555555556
87,94,person_obj_200ep,-0.8411504873410937,180,-0.05248425528407097,306.4400634765625,0.48715880513191223,0.15601851851851853
88,95,person_obj_200ep,-0.8123369563587182,180,-0.04992293193936348,348.4978942871094,0.47426992654800415,0.16712962962962963
89,96,person_obj_200ep,-0.723388649372033,180,-0.04992293193936348,348.4978942871094,0.47426992654800415,0.16666666666666666
90,97,person_obj_200ep,-0.7642031693026101,180,-0.04992293193936348,348.4978942871094,0.47426992654800415,0.16527777777777777
91,98,person_obj_200ep,-0.7317419718079335,180,-0.04992293193936348,348.4978942871094,0.47426992654800415,0.17916666666666667
92,99,person_obj_200ep,-0.8064439040588783,180,-0.04992293193936348,348.4978942871094,0.47426992654800415,0.17453703703703705
93,100,person_obj_200ep,-0.7855898443741708,180,-0.04992293193936348,348.4978942871094,0.47426992654800415,0.17685185185185184
94,101,person_obj_200ep,-0.9745323804956031,180,-0.04992293193936348,348.4978942871094,0.47426992654800415,0.16620370370370371
95,102,person_obj_200ep,-0.8721368810908332,180,-0.04992293193936348,348.4978942871094,0.47426992654800415,0.17546296296296296
96,103,person_obj_200ep,-0.748673909626101,180,0.008917657658457756,460.8084411621094,0.5784744024276733,0.16898148148148148
97,104,person_obj_200ep,-0.7326877448020167,180,0.008917657658457756,460.8084411621094,0.5784744024276733,0.17314814814814813
98,105,person_obj_200ep,-0.7482862267656081,180,0.008917657658457756,460.8084411621094,0.5784744024276733,0.1865740740740741
99,106,person_obj_200ep,-1.027276720985791,180,0.008917657658457756,460.8084411621094,0.5784744024276733,0.2361111111111111
100,107,person_obj_200ep,-0.9126307532625435,180,0.008917657658457756,460.8084411621094,0.5784744024276733,0.1986111111111111
101,108,person_obj_200ep,-1.345136684033854,180,0.008917657658457756,460.8084411621094,0.5784744024276733,0.24768518518518517
102,109,person_obj_200ep,-0.8141925434917048,180,0.008917657658457756,460.8084411621094,0.5784744024276733,0.20092592592592592
103,110,person_obj_200ep,-0.7927647857918578,180,0.008917657658457756,460.8084411621094,0.5784744024276733,0.18055555555555555
104,111,person_obj_200ep,-0.8257417363156173,180,-0.03592408820986748,307.2740478515625,0.5509494543075562,0.19583333333333333
105,112,person_obj_200ep,-0.7345874305277788,180,-0.03592408820986748,307.2740478515625,0.5509494543075562,0.18009259259259258
106,113,person_obj_200ep,-0.8170913460154448,180,-0.03592408820986748,307.2740478515625,0.5509494543075562,0.18703703703703703
107,114,person_obj_200ep,-0.707662739030083,180,-0.03592408820986748,307.2740478515625,0.5509494543075562,0.18425925925925926
108,115,person_obj_200ep,-0.7585540761455456,180,-0.03592408820986748,307.2740478515625,0.5509494543075562,0.2074074074074074
109,116,person_obj_200ep,-0.8245426507392526,180,-0.03592408820986748,307.2740478515625,0.5509494543075562,0.19074074074074074
110,117,person_obj_200ep,-0.8071490029103591,180,-0.03592408820986748,307.2740478515625,0.5509494543075562,0.20324074074074075
111,118,person_obj_200ep,-0.7117794978467984,180,-0.03592408820986748,307.2740478515625,0.5509494543075562,0.1875
112,119,person_obj_200ep,-0.7171275494118932,180,0.05178491398692131,252.40274047851562,0.5828826427459717,0.19305555555555556
113,120,person_obj_200ep,-0.8263122004574951,180,0.05178491398692131,252.40274047851562,0.5828826427459717,0.20694444444444443
114,121,person_obj_200ep,-0.7646234086118125,180,0.05178491398692131,252.40274047851562,0.5828826427459717,0.1875
115,122,person_obj_200ep,-0.7173174923801289,180,0.05178491398692131,252.40274047851562,0.5828826427459717,0.17916666666666667
116,123,person_obj_200ep,-0.7797719433579331,180,0.05178491398692131,252.40274047851562,0.5828826427459717,0.18518518518518517
117,124,person_obj_200ep,-0.7855567237397291,180,0.05178491398692131,252.40274047851562,0.5828826427459717,0.17453703703703705
118,125,person_obj_200ep,-0.7700461029517545,180,0.05178491398692131,252.40274047851562,0.5828826427459717,0.18425925925925926
119,126,person_obj_200ep,-0.740740524936087,180,0.05178491398692131,252.40274047851562,0.5828826427459717,0.1814814814814815
120,127,person_obj_200ep,-0.9323238601840041,180,0.014431603252887726,303.9089050292969,0.5858976244926453,0.20694444444444443
121,128,person_obj_200ep,-0.7542811075767243,180,0.014431603252887726,303.9089050292969,0.5858976244926453,0.20601851851851852
122,129,person_obj_200ep,-0.7686627180185232,180,0.014431603252887726,303.9089050292969,0.5858976244926453,0.20092592592592592
123,130,person_obj_200ep,-0.7585207404954302,180,0.014431603252887726,303.9089050292969,0.5858976244926453,0.1865740740740741
124,131,person_obj_200ep,-0.8399949151136138,180,0.014431603252887726,303.9089050292969,0.5858976244926453,0.22407407407407406
125,132,person_obj_200ep,-0.7579410431763822,180,0.014431603252887726,303.9089050292969,0.5858976244926453,0.2111111111111111
126,133,person_obj_200ep,-0.7615815399382985,180,0.014431603252887726,303.9089050292969,0.5858976244926453,0.20555555555555555
127,134,person_obj_200ep,-0.7410902515205744,180,0.014431603252887726,303.9089050292969,0.5858976244926453,0.2013888888888889
128,135,person_obj_200ep,-1.050503157275107,180,0.036745231598615646,319.1372985839844,0.6447941064834595,0.2824074074074074
129,136,person_obj_200ep,-0.6951741493668934,180,0.036745231598615646,319.1372985839844,0.6447941064834595,0.22083333333333333
130,137,person_obj_200ep,-0.8754177426012131,180,0.036745231598615646,319.1372985839844,0.6447941064834595,0.23148148148148148
131,138,person_obj_200ep,-0.7381431826180074,180,0.036745231598615646,319.1372985839844,0.6447941064834595,0.21574074074074073
132,139,person_obj_200ep,-0.771619698979404,180,0.036745231598615646,319.1372985839844,0.6447941064834595,0.22314814814814815
133,140,person_obj_200ep,-0.7037111458211064,180,0.036745231598615646,319.1372985839844,0.6447941064834595,0.21805555555555556
134,141,person_obj_200ep,-0.7698054150117634,180,0.036745231598615646,319.1372985839844,0.6447941064834595,0.2162037037037037
135,142,person_obj_200ep,-0.761480461815462,180,0.036745231598615646,319.1372985839844,0.6447941064834595,0.23194444444444445
136,143,person_obj_200ep,-0.7436235990802241,180,-0.02436019852757454,254.83413696289062,0.5367662906646729,0.2101851851851852
137,144,person_obj_200ep,-0.7340999890963398,180,-0.02436019852757454,254.83413696289062,0.5367662906646729,0.1935185185185185
138,145,person_obj_200ep,-0.7059071413883505,180,-0.02436019852757454,254.83413696289062,0.5367662906646729,0.1935185185185185
139,146,person_obj_200ep,-0.7542968507203067,180,-0.02436019852757454,254.83413696289062,0.5367662906646729,0.2050925925925926
140,147,person_obj_200ep,-0.7654710611176322,180,-0.02436019852757454,254.83413696289062,0.5367662906646729,0.19398148148148148
141,148,person_obj_200ep,-0.7358579175927195,180,-0.02436019852757454,254.83413696289062,0.5367662906646729,0.20092592592592592
142,149,person_obj_200ep,-0.7650428817280429,180,-0.02436019852757454,254.83413696289062,0.5367662906646729,0.2125
143,150,person_obj_200ep,-0.7279530282562953,180,-0.02436019852757454,254.83413696289062,0.5367662906646729,0.20277777777777778
144,151,person_obj_200ep,-0.8199563279413539,180,-0.027262315154075623,335.8158874511719,0.5614444017410278,0.22824074074074074
145,152,person_obj_200ep,-0.7257651323023595,180,-0.027262315154075623,335.8158874511719,0.5614444017410278,0.22314814814814815
146,153,person_obj_200ep,-0.8385389168853363,180,-0.027262315154075623,335.8158874511719,0.5614444017410278,0.23564814814814813
147,154,person_obj_200ep,-0.7344999591204061,180,-0.027262315154075623,335.8158874511719,0.5614444017410278,0.2037037037037037
148,155,person_obj_200ep,-0.8414701533965521,180,-0.027262315154075623,335.8158874511719,0.5614444017410278,0.23333333333333334
149,156,person_obj_200ep,-0.7095642114794883,180,-0.027262315154075623,335.8158874511719,0.5614444017410278,0.20601851851851852
150,157,person_obj_200ep,-0.746593274595455,180,-0.027262315154075623,335.8158874511719,0.5614444017410278,0.20879629629629629
151,158,person_obj_200ep,-0.7786487674305245,180,-0.027262315154075623,335.8158874511719,0.5614444017410278,0.21157407407407408
152,159,person_obj_200ep,-0.7798192827365233,180,-0.013616560958325863,279.9499206542969,0.6172895431518555,0.23287037037037037
153,160,person_obj_200ep,-0.7686004365864109,180,-0.013616560958325863,279.9499206542969,0.6172895431518555,0.24027777777777778
154,161,person_obj_200ep,-0.7057469643237707,180,-0.013616560958325863,279.9499206542969,0.6172895431518555,0.22175925925925927
155,162,person_obj_200ep,-0.7523579553839984,180,-0.013616560958325863,279.9499206542969,0.6172895431518555,0.2199074074074074
156,163,person_obj_200ep,-0.7276251490739456,180,-0.013616560958325863,279.9499206542969,0.6172895431518555,0.21203703703703702
157,164,person_obj_200ep,-0.8810456995304363,180,-0.013616560958325863,279.9499206542969,0.6172895431518555,0.24212962962962964
158,165,person_obj_200ep,-0.8740702813615931,180,-0.013616560958325863,279.9499206542969,0.6172895431518555,0.2300925925925926
159,166,person_obj_200ep,-0.7237854142852427,180,-0.013616560958325863,279.9499206542969,0.6172895431518555,0.21481481481481482
160,167,person_obj_200ep,-0.7771285830655015,180,-0.0162404365837574,259.79583740234375,0.6565244197845459,0.23333333333333334
161,168,person_obj_200ep,-0.7741251215540397,180,-0.0162404365837574,259.79583740234375,0.6565244197845459,0.2263888888888889
162,169,person_obj_200ep,-0.7686917941370781,180,-0.0162404365837574,259.79583740234375,0.6565244197845459,0.23981481481481481
163,170,person_obj_200ep,-0.6993769043912041,180,-0.0162404365837574,259.79583740234375,0.6565244197845459,0.2375
164,171,person_obj_200ep,-0.7707162342022946,180,-0.0162404365837574,259.79583740234375,0.6565244197845459,0.24166666666666667
165,172,person_obj_200ep,-0.7520170516480226,180,-0.0162404365837574,259.79583740234375,0.6565244197845459,0.225
166,173,person_obj_200ep,-0.7757436330386168,180,-0.0162404365837574,259.79583740234375,0.6565244197845459,0.23703703703703705
167,174,person_obj_200ep,-0.6961527155753541,180,-0.0162404365837574,259.79583740234375,0.6565244197845459,0.23194444444444445
168,175,person_obj_200ep,-0.7260356416382897,180,-0.01896391250193119,303.5722961425781,0.6904240846633911,0.22083333333333333
169,176,person_obj_200ep,-0.6934478937119113,180,-0.01896391250193119,303.5722961425781,0.6904240846633911,0.24259259259259258
170,177,person_obj_200ep,-0.7030464400431935,180,-0.01896391250193119,303.5722961425781,0.6904240846633911,0.2490740740740741
171,178,person_obj_200ep,-0.7873879089407843,180,-0.01896391250193119,303.5722961425781,0.6904240846633911,0.24722222222222223
172,179,person_obj_200ep,-0.7176662915158626,180,-0.01896391250193119,303.5722961425781,0.6904240846633911,0.24444444444444444
173,180,person_obj_200ep,-1.0690194626090546,180,-0.01896391250193119,303.5722961425781,0.6904240846633911,0.2875
174,181,person_obj_200ep,-0.7425651646417386,180,-0.01896391250193119,303.5722961425781,0.6904240846633911,0.2490740740740741
175,182,person_obj_200ep,-0.7034434342853253,180,-0.01896391250193119,303.5722961425781,0.6904240846633911,0.23194444444444445
176,183,person_obj_200ep,-0.7196278987251709,180,-0.01725936122238636,314.86029052734375,0.6588748693466187,0.2412037037037037
177,184,person_obj_200ep,-0.7726055265037161,180,-0.01725936122238636,314.86029052734375,0.6588748693466187,0.24675925925925926
178,185,person_obj_200ep,-0.7165666862686537,180,-0.01725936122238636,314.86029052734375,0.6588748693466187,0.2518518518518518
179,186,person_obj_200ep,-0.7451655611620138,180,-0.01725936122238636,314.86029052734375,0.6588748693466187,0.25
180,187,person_obj_200ep,-0.8424549013825882,180,-0.01725936122238636,314.86029052734375,0.6588748693466187,0.24953703703703703
181,188,person_obj_200ep,-0.7286452235749082,180,-0.01725936122238636,314.86029052734375,0.6588748693466187,0.24675925925925926
182,189,person_obj_200ep,-0.7546043069221009,180,-0.01725936122238636,314.86029052734375,0.6588748693466187,0.25555555555555554
183,190,person_obj_200ep,-0.8586674708542966,180,-0.01725936122238636,314.86029052734375,0.6588748693466187,0.24537037037037038
184,191,person_obj_200ep,-0.6712741182202439,180,0.01832614839076996,283.717041015625,0.695561408996582,0.2601851851851852
185,192,person_obj_200ep,-0.7242319770550771,180,0.01832614839076996,283.717041015625,0.695561408996582,0.2550925925925926
186,193,person_obj_200ep,-0.8332635313571727,180,0.01832614839076996,283.717041015625,0.695561408996582,0.28564814814814815
187,194,person_obj_200ep,-0.6864432911417209,180,0.01832614839076996,283.717041015625,0.695561408996582,0.26481481481481484
188,195,person_obj_200ep,-0.7846629623123051,180,0.01832614839076996,283.717041015625,0.695561408996582,0.27175925925925926
189,196,person_obj_200ep,-0.8015884649809509,180,0.01832614839076996,283.717041015625,0.695561408996582,0.275
190,197,person_obj_200ep,-0.725353755924034,180,0.01832614839076996,283.717041015625,0.695561408996582,0.275
191,198,person_obj_200ep,-0.6998564668744954,180,0.01832614839076996,283.717041015625,0.695561408996582,0.26157407407407407
192,199,person_obj_200ep,-0.7069376209531174,180,0.010026318021118641,367.91845703125,0.6740137338638306,0.2708333333333333
193,200,person_obj_200ep,-0.7902217241279064,180,0.010026318021118641,367.91845703125,0.6740137338638306,0.26064814814814813
194,201,person_obj_200ep,-0.8185132229085657,180,0.010026318021118641,367.91845703125,0.6740137338638306,0.2800925925925926
195,202,person_obj_200ep,-1.0419621501361567,180,0.010026318021118641,367.91845703125,0.6740137338638306,0.2935185185185185
196,203,person_obj_200ep,-0.6980940311325486,180,0.010026318021118641,367.91845703125,0.6740137338638306,0.26805555555555555
197,204,person_obj_200ep,-0.734370582906652,180,0.010026318021118641,367.91845703125,0.6740137338638306,0.27361111111111114
198,205,person_obj_200ep,-0.7059340461449465,180,0.010026318021118641,367.91845703125,0.6740137338638306,0.2611111111111111
199,206,person_obj_200ep,-0.7352549314922431,180,0.010026318021118641,367.91845703125,0.6740137338638306,0.2791666666666667
